AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0040176,Capgemini Technology Services ?Çô ITICS,2,2,1,1,100
ACCT0040177,Capgemini Technology Services ?Çô AppsFrance,2,2,1,1,100
ACCT0040178,Capgemini Technology Services ?Çô AppsOne,2,2,1,1,33.33
ACCT0040210,HCL - Arcelor Mittal,2,2,3,1,85.71
ACCT0040211,Le Creuset SL,2,2,3,1,100
ACCT0040236,"State of Alabama, Department of Finance, STAARS",2,2,1,1,<Null>
ACCT0040262,ValueLabs Global Solutions Pte Ltd,1,2,1,1,100
ACCT0040266,Willett Advisors LLC,2,2,3,1,100
ACCT0040274,Sportium Apuestas Deportivas SA,1,2,3,1,0
ACCT0040275,Alberta College Of Pharmacists,1,2,2,1,100
ACCT0040308,Tech Mahindra - Ahlstrom Corporation,2,2,1,1,100
ACCT0040332,HCL - OCD,2,2,3,<Null>,50
ACCT0040341,Amaury Services,2,2,2,1,0
ACCT0040354,Blue Central Pty Ltd,2,2,2,1,<Null>
ACCT0040377,Everlight Radiology Ltd (formerly Imaging Partners Online),1,2,3,1,100
ACCT0040380,Chemical Bank and Trust Co,1,2,1,1,100
ACCT0040418,Orange Applications for Business - Pole Emploi,2,2,1,1,80
ACCT0040423,Suez Environnement,1,2,1,1,33.33
ACCT0040426,South32,2,2,2,1,78.57
ACCT0040469,The Boston Consulting Group- IT,2,2,1,1,83.33
ACCT0040532,Midlothian Council,1,2,1,1,100
ACCT0040560,PT Pelabuhan Indonesia III (Persero),2,2,1,1,<Null>
ACCT0040561,VeriFone Inc,2,2,2,1,50
ACCT0040593,Amos of America LLC,2,2,1,1,50
ACCT0040609,Tesco Lotus,2,2,2,1,50
ACCT0040611,Dodge Data & Analytics,2,2,1,1,100
ACCT0040622,IBM - Con-Way Freight Inc,1,2,1,1,0
ACCT0040629,IBM - InterContinental Hotel Group,2,2,1,1,25
ACCT0040631,Inergex - Veyance,2,2,3,1,100
ACCT0040687,Technae,2,2,2,1,100
ACCT0040690,Burleigh Point Ltd,2,2,1,1,0
ACCT0040691,XA Systems LLC,1,2,2,2,100
ACCT0040710,Fujitsu - Eurocontrol,2,2,1,1,100
ACCT0040711,Vencore Inc,2,2,2,<Null>,100
ACCT0043586,Robert W Woodruff Arts Center Inc,1,2,2,1,100
ACCT0044135,Greenwood Gaming & Entertainment,1,2,2,1,100
ACCT0045356,Henry Mayo Newhall Memorial Hospital,1,2,2,1,100
ACCT0045722,Imperial PFS Corp,1,2,3,1,100
ACCT0048655,Orange SA - Total,2,2,1,<Null>,50
ACCT0048682,Township High School District 113,2,2,2,1,100
ACCT0048683,Cognizant - NVIDIA,2,2,1,1,66.66
ACCT0048684,Cognizant - Mylan,2,2,1,1,100
ACCT0048690,Masco Contractor Services,2,2,3,1,100
ACCT0048699,IBM (ISM),2,2,1,<Null>,50
ACCT0048703,HCL - EFH,2,2,3,1,100
ACCT0048705,HCL - Worley Parsons,2,2,3,1,100
ACCT0048706,HCL - Cox,2,2,3,1,100
ACCT0048707,HCL - Anthem,2,2,3,1,100
ACCT0048708,HCL - Rockwell,2,2,3,1,100
ACCT0048726,NSW Telco Authority,1,2,1,1,50
ACCT0048736,SiteOne Landscape Supply LLC,1,2,1,1,100
ACCT0048762,Cygate AB,2,2,1,1,80
ACCT0048784,Vivint Solar Inc,2,2,1,1,<Null>
ACCT0048820,Ikano SA,2,2,1,1,33.33
ACCT0048835,Xome Holdings LLC,1,2,1,1,100
ACCT0049817,Slater & Gordon Ltd,1,2,3,1,100
ACCT0051572,Aberdeen City Council,1,2,1,1,100
ACCT0051662,Interuniversitair Micro-Electronica Centrum VZW IMEC,1,2,2,1,100
ACCT0051663,TVH Group NV,1,2,1,1,100
ACCT0052303,Accenture - City Power Johannesburg,1,2,2,1,100
ACCT0052588,Sogeti USA LLC,<Null>,2,1,1,66.66
ACCT0053016,Arlington Independent School District,1,2,4,1,100
ACCT0053704,Chobani LLC,1,2,2,1,100
ACCT0054389,Coyote Logistics LLC,1,2,2,1,100
ACCT0054629,DSC Logistics Inc,1,2,1,1,<Null>
ACCT0054828,Fortis Management Group LLC,2,2,2,1,100
ACCT0055457,Horizon North Logistics Inc,1,2,2,1,100
ACCT0056460,Mount Auburn Hospital,1,2,1,1,100
ACCT0056468,Mountain America Federal Credit Union,1,2,1,1,80
ACCT0056712,Ocwen Financial Corp,1,2,2,1,66.66
ACCT0056921,Performance Contractors Inc,1,2,2,1,100
ACCT0057701,Sonesta International Hotels Corporation,1,2,2,1,100
ACCT0057745,Southwest Business Corp,1,2,1,1,100
ACCT0058669,Wachter Technology Solutions Inc,1,2,3,1,75
ACCT0059067,Department For Education,1,2,2,1,100
ACCT0059075,Costco Travel,2,2,1,1,66.66
ACCT0059222,Anchor Computer Systems Ltd,2,2,4,1,0
ACCT0059273,HCL - AARP,2,2,3,1,100
ACCT0059290,Symphony Housing Group Ltd,1,2,2,1,50
ACCT0059299,Registers of Scotland,1,2,1,1,83.33
ACCT0059340,TX Australia Pty Ltd,1,2,2,1,100
ACCT0059363,Premier League,2,2,3,1,100
ACCT0059388,BlueBird Bio Inc,2,2,2,1,100
ACCT0059399,Bluetooth SIG Inc,1,2,1,1,<Null>
ACCT0059400,Eduserv,1,2,3,1,50
ACCT0059426,Sanofi Groupe,1,2,1,1,50
ACCT0059427,Camelot Global Services Limited,1,2,2,1,28.57
ACCT0059448,Unisys - Whole Foods,2,2,1,1,100
ACCT0059502,Euro Car Parts Ltd,1,2,3,1,66.66
ACCT0059505,China Construction Bank UK,1,2,3,1,<Null>
ACCT0059531,Proservia_OECD,2,2,1,1,100
ACCT0059567,ING Group NV (subsidiary),1,2,3,2,100
ACCT0059613,SEI IT Operations,2,2,1,1,0
ACCT0059680,Marie Curie Cancer Care,1,2,3,1,100
ACCT0059957,Wood Mackenzie Group Ltd,1,2,2,1,75
ACCT0060113,Dr Martens Airwair & Co Ltd,1,2,2,1,100
ACCT0060241,Save The Children Fund,1,2,3,1,100
ACCT0064023,Kanematsu Electronics Ltd,1,2,1,1,100
ACCT0064053,NYC Department of Homeless Services,1,2,1,1,100
ACCT0064091,Cisco AMP,2,2,2,1,100
ACCT0064095,Alliance Health,2,2,2,1,66.66
ACCT0064113,snacc-it GmbH,1,2,3,1,100
ACCT0064143,IMI Mobile,1,2,4,1,0
ACCT0064172,Queensland Treasury,1,2,2,1,50
ACCT0064173,Zenefits,<Null>,2,4,1,100
ACCT0064248,Dunnhumby Ltd,1,2,1,1,100
ACCT0064282,Blue Software LLC,1,2,2,1,100
ACCT0064317,Sofigate Services Oy (Valtori Oy),1,2,1,1,85.71
ACCT0064329,Medela AG,1,2,1,1,100
ACCT0064338,Avanir Pharmaceuticals Inc,2,2,2,1,100
ACCT0064409,Upper Peninsula Power Company (UPPCO),2,2,1,1,100
ACCT0064419,Paul Scherrer Institut,1,2,1,1,40
ACCT0064424,AppleGreen Plc,1,2,2,1,100
ACCT0064429,Trondheim Kommune,1,2,1,1,100
ACCT0064448,Intercept Pharmaceuticals Inc,1,2,3,1,100
ACCT0064512,Driver Vehicle Standards Agency,2,2,3,1,100
ACCT0064534,PayPal Inc,1,2,1,2,100
ACCT0064536,Stratose LLC,1,2,2,1,66.66
ACCT0064555,Operational Services - Bruderhaus,1,2,2,<Null>,100
ACCT0064589,Toshiba I S Corporation,2,2,2,1,100
ACCT0064600,Carl Zeiss SMT GmbH,<Null>,2,2,1,50
ACCT0064618,Infosys - Qinterra,2,2,1,1,100
ACCT0064647,ING Commercial Banking,2,2,3,1,50
ACCT0064654,Aster Group Ltd,1,2,2,1,33.33
ACCT0064676,Khan Bank Corp,1,2,2,1,57.14
ACCT0064677,Benesse InfoShell Co Ltd,1,2,1,1,77.77
ACCT0064710,Elsevier Inc,2,2,1,1,<Null>
ACCT0064731,Nielsen & Nielsen Holding AS,2,2,1,1,100
ACCT0064743,Queensland Corporate Administration Agency,1,2,2,1,66.66
ACCT0064753,InterSystems Corp,1,2,4,1,100
ACCT0064769,Queensland Health - Clinical Information Systems Support Unit,1,2,2,1,16.66
ACCT0064780,Medicines And Healthcare Products Regulatory Agency MHRA,1,2,1,1,50
ACCT0064813,Rogers Communications Canada Inc.,2,2,1,1,28.57
ACCT0064819,Indivior Inc,1,2,2,1,100
ACCT0064825,Corte Dei Conti,1,2,1,1,100
ACCT0064846,IBM - Air Canada,1,2,1,1,83.33
ACCT0064851,KPN Corporate Market - Nederlandse Spoorwegen,2,2,1,1,50
ACCT0064867,Wellnext LLC,1,2,1,1,66.66
ACCT0064915,Ikano Bank AB,1,2,1,1,75
ACCT0064986,Plessey South Africa Pty Ltd,1,2,1,1,100
ACCT0065022,Mercator Solutions FZE,2,2,1,1,100
ACCT0065028,Cisco Cloud Services,2,2,2,1,66.66
ACCT0065032,West Kowloon Cultural District Authority,1,2,2,1,50
ACCT0065075,Enablis Pty Ltd,1,2,2,1,60
ACCT0065088,Lumesse Ltd,1,2,4,1,100
ACCT0065103,Sator Central Services BV,1,2,3,1,66.66
ACCT0065112,Michigan First Credit Union,1,2,1,1,50
ACCT0065113,Enovos International SA,1,2,4,1,100
ACCT0065123,Bilgeadam,1,2,1,1,100
ACCT0065126,Blizzard Entertainment US,1,2,1,1,75
ACCT0065127,Allianz Asset Management of America LP,2,2,1,1,<Null>
ACCT0065212,Cognizant - Stewart Title,2,2,1,1,100
ACCT0065254,Advent Intl Corp UK,1,2,3,1,100
ACCT0065285,Metlife Emeklilik ve Hayat AS,1,2,2,1,100
ACCT0065392,Microsoft (ES Labs),1,2,2,1,100
ACCT0065412,The Rubicon Project Inc,1,2,2,1,100
ACCT0065457,Laureate Education Services Australia Pty Ltd,1,2,2,1,100
ACCT0065539,Aryzta LLC,1,2,4,1,100
ACCT0065544,PWC Ireland,1,2,2,1,100
ACCT0065573,New York City Teachers Retirement Services,2,2,1,1,50
ACCT0065581,IBM - Continuous Availability Services,2,2,1,1,<Null>
ACCT0065614,State of Maryland - Courts (CenterTEK Solutions),1,2,2,1,100
ACCT0065616,Union Street Technologies Ltd,1,2,4,1,100
ACCT0065664,Delivery Hero Holding GmbH,2,2,5,<Null>,100
ACCT0065670,Cubic Corporation,1,2,1,1,57.14
ACCT0065688,TEKsystems - Morgan,2,2,2,1,75
ACCT0065697,Siemens AG Mobility,2,2,1,1,66.66
ACCT0065698,Red Lobster,1,2,1,1,100
ACCT0065706,TAORES Groupement D'Interet Economique,1,2,1,1,100
ACCT0065707,World Health Organization,1,2,1,1,100
ACCT0065710,Common Securitization Solutions,2,2,1,1,100
ACCT0065730,Bulletproof Networks Pty Ltd,1,2,1,1,100
ACCT0065739,Remote DBA Experts LLC RDX,1,2,1,1,100
ACCT0065828,Infosys - House of Fraser,2,2,1,1,83.33
ACCT0065841,Cloudreach Europe Ltd,1,2,4,1,100
ACCT0065877,oOh!Media Group Pty Ltd,1,2,1,1,100
ACCT0065908,Yazaki Corp,1,2,2,1,100
ACCT0065911,Sony Interactive Entertainment Inc.,1,2,1,1,60
ACCT0065931,AXA Technology SAS_Silva,2,2,1,1,100
ACCT0065953,Fujitsu - Smals,1,2,1,1,100
ACCT0066101,Peabody,1,2,2,2,100
ACCT0066144,KocSistem Bilgi - Tradesoft Business Services,1,2,2,<Null>,100
ACCT0066147,Elektrizit?ñts- Und Wasserwerk Der Stadt Buchs,1,2,2,1,100
ACCT0066199,SprintQuip Pty Ltd,1,2,1,1,100
ACCT0066211,ANI Technologies Pvt Ltd,1,2,1,1,60
ACCT0066232,Queensland Health - eHealth,1,2,2,1,71.42
ACCT0066234,Ministry Of Justice NZ,1,2,1,1,100
ACCT0066272,Sofigate Services Oy (LapIT Oy),1,2,1,1,100
ACCT0066292,Linium - Cambridge,1,2,2,1,100
ACCT0066310,Element Materials Technology,1,2,5,1,66.66
ACCT0066396,Accenture MSP - AstraZeneca,1,2,2,1,100
ACCT0066408,Exact Sciences Corp,1,2,1,1,50
ACCT0066428,Santander Holdings USA Inc,1,2,1,1,87.5
ACCT0066432,InterCloud,1,2,3,1,100
ACCT0066452,Ultragenyx Pharmaceutical Inc,1,2,2,1,50
ACCT0066480,Hitachi Rail Europe Ltd,1,2,2,1,100
ACCT0066493,The Salvation Army Of Canada,1,2,4,1,100
ACCT0066494,Saint-Gobain Emballage,1,2,2,1,100
ACCT0066500,Divider BV,1,2,3,1,100
ACCT0066508,84.51?? LLC,1,2,2,1,100
ACCT0066545,IBM - Dow Chemical,1,2,1,1,60
ACCT0066577,CableCom Networking Ltd,1,2,4,1,33.33
ACCT0066599,The Royal Society Of Chemistry,1,2,3,1,100
ACCT0066615,3 Step IT Oy,1,2,1,1,100
ACCT0066637,Gift Of Hope Organ & Tissue Donor Network,1,2,1,1,100
ACCT0066645,ATM SA,1,2,1,1,100
ACCT0066666,Midwich Ltd,1,2,2,1,100
ACCT0066694,Logicalis - Delta Lloyd,1,2,3,<Null>,100
ACCT0066708,Koch Minerals LLC,1,2,1,1,100
ACCT0066751,John Holland Group Pty Ltd,1,2,2,1,100
ACCT0066759,Transport For NSW,1,2,1,1,100
ACCT0066818,Information Services Intl - Dentsu Ltd,1,2,1,1,77.77
ACCT0066825,EFTPOS Payments Australia Ltd,1,2,1,1,100
ACCT0066838,Connexity Inc,1,2,2,1,66.66
ACCT0066852,IESE Business School - University Of Navarra,1,2,3,1,100
ACCT0066896,DP World Australia Ltd,1,2,1,1,100
ACCT0066915,Energie Data Services Nederland BV EDSN,1,2,3,1,100
ACCT0066953,Premise Health Holding Group,1,2,1,1,66.66
ACCT0066968,Vivat Verzekeringen,1,2,2,1,66.66
ACCT0067003,Ilmarinen Mutual Pension Insurance Co,1,2,1,1,66.66
ACCT0067092,Asics Corp,1,2,1,1,100
ACCT0067158,McDonald's Company Japan Ltd,1,2,1,1,100
ACCT0067219,ICC Sydney Pty Ltd,1,2,1,1,100
ACCT0067228,Institute Of Nuclear Power Operations,1,2,2,1,100
ACCT0067235,PCM - United Health One,1,2,4,1,75
ACCT0067285,Infosys - NewMont,1,2,1,1,80
ACCT0067315,MFX Division Of QuessCorp Holdings Pte Ltd,1,2,1,3,80
ACCT0067323,Minter Ellison Rudd Watts,1,2,2,1,50
ACCT0067324,Ventia Pty Ltd,1,2,1,1,100
ACCT0067354,Orange Business Services India Technology Pvt Ltd,1,2,2,1,100
ACCT0067390,HCL - Alstom Transport SA,1,2,3,1,100
ACCT0067443,Meggitt Plc UK,1,2,1,1,75
ACCT0067448,Enfield Council,1,2,1,1,66.66
ACCT0067455,Lockheed Martin MST,1,2,2,<Null>,100
ACCT0067489,Genworth Life Insurance,1,2,1,1,100
ACCT0067519,Kinetic IT - Department for Child Protection and Family Support,1,2,1,1,100
ACCT0067547,Infosys - Fossil,1,2,1,1,85.71
ACCT0067599,Aquamina Mexico S De RL De CV,1,2,2,1,50
ACCT0067633,Caterpillar Financial Shared Services,1,2,1,1,85.71
ACCT0067640,Marcatel Com SA De CV,1,2,1,1,50
ACCT0067644,Solothurner Spitaler AG,1,2,1,1,100
ACCT0067659,Brookfield Multiplex Construction Europe Ltd,1,2,2,1,66.66
ACCT0067668,Filiadata Informationssysteme Fur Den Handel GmbH,1,2,1,1,100
ACCT0067672,Credit Agricole Assurances,1,2,1,<Null>,33.33
ACCT0067688,Ingevity Corp,1,2,2,1,100
ACCT0067711,Professional Asset Management Systems SA De CV,1,2,2,1,50
ACCT0067720,ISB Bilisim Teknolojileri AS,1,2,1,1,50
ACCT0067787,Societe Generale France - S2E,1,2,1,1,100
ACCT0067814,HauteLook Inc,1,2,3,1,100
ACCT0067866,Infosys - Kelloggs,1,2,1,1,83.33
ACCT0067998,Capita Healthcare Decisions,1,2,1,1,100
ACCT0068007,United Health Group,1,2,1,1,100
ACCT0068011,Conscia AS,1,2,1,1,100
ACCT0068017,KocSistem Bilgi - Hitit Bilgisayar Hizmetleri AS,1,2,2,<Null>,100
ACCT0068036,Lockheed Martin EBS,1,2,2,<Null>,100
ACCT0068041,Tata Consultancy Services - Atlas Copco,1,2,1,1,80
ACCT0068045,Diebold South Africa Pty Ltd,1,2,1,1,50
ACCT0068047,Jacobs Douwe Egberts BV,1,2,3,1,100
ACCT0068062,Aligned Energy,1,2,5,1,75
ACCT0068073,Elements Financial,1,2,2,1,66.66
ACCT0068081,Human Longevity Inc,1,2,3,1,83.33
ACCT0068221,HCL - Leidos,1,2,3,1,100
ACCT0068250,Progressive Leasing LLC,1,2,2,1,100
ACCT0068295,Orange Business Services - SILCA,1,2,3,<Null>,100
ACCT0068300,Applus Technologies RTD,1,2,1,1,100
ACCT0068342,Cognizant - Bard,1,2,1,1,100
ACCT0068371,Australian Red Cross,1,2,1,1,66.66
ACCT0068455,Orion Engineered Carbons GmbH,1,2,2,1,50
ACCT0068457,Cognizant - OneAmerica,1,2,1,1,50
ACCT0068472,Infosys - ICA,1,2,1,1,100
ACCT0068500,HCL - Estee Lauder,1,2,3,1,66.66
ACCT0068505,Finance Of America Holdings LLC,1,2,1,1,83.33
ACCT0068548,Baxalta US Inc,1,2,2,1,100
ACCT0068645,Tech Mahindra Automation,1,2,1,1,100
ACCT0068692,CMG Corporate Services Inc,1,2,1,<Null>,100
ACCT0068693,NetDespatch Ltd,1,2,6,1,100
ACCT0068784,Dimension Data Austria GmbH,1,2,2,1,100
ACCT0068812,Fujitsu Services Ltd (TFSNOW EMEA),1,2,1,1,100
ACCT0068856,Fujitsu Services Ltd (Internal System (ITG)),1,2,1,1,100
ACCT0068874,Fujitsu Services Ltd (TFSNOW US),1,2,1,1,100
ACCT0068885,Victorian Commission For Gambling And Liquor Regulation,1,2,1,1,50
ACCT0068887,Nifco America Corp,1,2,4,1,80
ACCT0068946,Victorinox AG,1,2,1,1,100
ACCT0068949,Menzies Distribution Ltd,1,2,1,1,100
ACCT0068955,Grupo Indukern SL,1,2,1,1,100
ACCT0069053,FX Innovation - RONA,1,2,1,<Null>,100
ACCT0069069,Philip Morris Sales And Marketing Ltd,1,2,1,1,100
ACCT0069106,Citywide Home Loans,1,2,1,1,100
ACCT0069133,Saint Gobain DSI Groupe - Finance /HR/Facilities,1,2,2,1,100
ACCT0069163,Cognizant - Washington Gas,1,2,1,1,100
ACCT0069269,Data3 Ltd - Deakin,1,2,1,1,100
ACCT0069309,Aero Grupo Boticario,1,2,2,1,100
ACCT0069420,TEKsystems - Radian Group,1,2,2,1,100
ACCT0069424,The Manchester Airport Group Plc,1,2,3,1,100
ACCT0069490,Retail Properties Of America Inc RPAI,1,2,3,1,33.33
ACCT0069583,Venzo AS,1,2,1,1,100
ACCT0069589,Air Medical Group Holdings Inc,1,2,3,1,66.66
ACCT0069664,Prudential Retirement,1,2,1,1,100
ACCT0069668,Davide Campari Milano SpA,1,2,1,1,100
ACCT0069675,Queensland Health - Sunshine Coast Hospital And Health Service,1,2,2,1,100
ACCT0069864,The Heritage Group Inc,1,2,1,1,100
ACCT0069870,Cognizant - Cengage,1,2,1,1,100
ACCT0070307,Tata Consultancy Services - Rank,1,2,1,1,100
ACCT0070383,TAFE NSW - North Coast Institute,1,2,2,1,100
ACCT0070385,International Information Systems Security Certification Consortium Inc,1,2,2,1,100
ACCT0070511,Maersk Supply Service AS,1,2,3,1,100
ACCT0070584,Orange Cyberdefense Belgium,1,2,1,1,100
ACCT0070600,Orange Cyberdefense France,1,2,1,1,100
ACCT0070701,Veritas,1,2,1,2,85.71
ACCT0070740,AT&T Mobility,1,2,3,1,100
ACCT0070752,NYS Office Of The Attorney General,1,2,1,1,100
ACCT0070754,Infosys - Tate & Lyle,1,2,1,1,100
ACCT0070901,TMM Integration & Services,1,2,4,1,100
ACCT0070970,"NTT Com Managed Services, S.A.U.",1,2,1,1,100
ACCT0071067,eSett Oy,1,2,1,1,50
ACCT0071070,Infosys - Noble Agri,1,2,1,<Null>,100
ACCT0071108,Proservia_DSI,1,2,1,1,100
ACCT0071130,Grupo LTM,1,2,1,1,100
ACCT0071192,NLC Loans,1,2,1,1,100
ACCT0071220,Freedom Financial Network LLC,1,2,1,1,100
ACCT0071328,WaterNSW,1,2,1,1,100
ACCT0071400,Bank Of Utah,1,2,1,1,100
ACCT0071463,T-Systems Hungary - GRNET,1,2,1,1,100
ACCT0071576,ProLogic ITS LLC,1,2,1,1,100
ACCT0071617,ATOS - Met Police,1,2,1,<Null>,100
ACCT0071626,Hexagon Safety & Infrastructure,1,2,1,1,100
ACCT0071629,ReliaQuest LLC,1,2,3,1,60
ACCT0071635,Amicus PLC,1,2,3,1,50
ACCT0071725,Leisure & Resorts World Corp,1,2,2,1,100
ACCT0071761,Universitat De Girona,1,2,1,1,100
ACCT0071764,Merivale Pty Ltd,1,2,1,1,100
ACCT0071809,Queensland Health - Cairns And Hinterland Hospital & Health Services,1,2,2,1,50
ACCT0071832,CapGemini - Australian Taxation Office,1,2,1,1,75
ACCT0071894,Tandem Bank Ltd,1,2,3,1,100
ACCT0071941,GDF Suez Group BEE,1,2,1,1,100
ACCT0072086,Multiplus SA,1,2,1,1,100
ACCT0072091,Measured Progress Inc,1,2,1,1,100
ACCT0072192,SAIC - JCC,1,2,3,1,100
ACCT0072298,Total Oil Asia-Pacific Pte Ltd,1,2,2,1,100
ACCT0072320,Queensland Health - Children's Health Queensland Hospital and Health Service,1,2,2,1,50
ACCT0072345,United States Advanced Network Inc USAN,1,2,2,1,100
ACCT0072428,California Republic Bank,1,2,1,1,100
ACCT0072513,Freudenberg IT GmbH & Co KG,1,2,1,1,80
ACCT0072521,TEKsystems - Allegis,1,2,3,1,100
ACCT0072557,Cognizant - Vorwerk,1,2,1,1,33.33
ACCT0072583,Jefferies LLC,1,2,1,1,50
ACCT0072585,Riverside University Health System,1,2,2,1,100
ACCT0072614,Relationship Management Consultants NV RMC,1,2,2,1,75
ACCT0072763,Wolters Kluwer United States Inc,1,2,1,1,100
ACCT0073001,First State Investment Services UK Ltd,1,2,1,1,100
ACCT0073039,Virtusa Pvt Ltd,1,2,2,1,100
ACCT0073207,Oak Hill Advisors LP,1,2,4,1,66.66
ACCT0073287,Dell USA LP,1,2,1,1,100
ACCT0073581,Devoteam AS - Aarhus Kommune,1,2,1,1,100
ACCT0073604,Mizuho Bank Ltd,1,2,1,1,100
ACCT0073701,ALM Holding Co,1,2,1,1,100
ACCT0074006,Accenture MSP - Internal,1,2,1,1,100
ACCT0074154,SunEdison Semiconductor Ltd,1,2,1,1,75
ACCT0074166,Join Experience SA,1,2,2,1,100
ACCT0074291,Groupe Safo,1,2,1,1,100
ACCT0074358,Telenor Global Shared Services AS,1,2,2,1,100
ACCT0074455,Isetan Mitsukoshi System Solutions Ltd,1,2,1,1,100
ACCT0074538,Encore Technologies,1,2,1,1,100
ACCT0074591,ClarityWorks BV,1,2,1,1,100
ACCT0074817,Donnelley Financial Solutions,1,2,1,1,100
ACCT0074820,LSC Communications,1,2,1,1,50
ACCT0074922,Econocom-Osiatis France - Allianz,1,2,1,<Null>,100
ACCT0074944,Investec Asset Management Ltd,1,2,1,1,100
ACCT0075005,Infosys - Reckit Benckiser,1,2,1,<Null>,100
ACCT0075133,Moravian College,1,2,1,1,100
ACCT0075261,World Wide Technology Inc (MSP),1,2,1,1,100
ACCT0075309,ABT JTA Pty Ltd,1,2,1,1,100
ACCT0075762,Thales Transportation System - Min Of Defence,1,2,2,<Null>,100
ACCT0075781,HCL - Latitude,1,2,2,1,<Null>
ACCT0075848,Sony Mobile Communications Ltd,1,2,1,1,100
ACCT0075862,HCL - Otsuka,1,2,2,1,100
ACCT0075902,TEKsystems - Regis,1,2,1,1,100
ACCT0076085,Infosys - E.ON,1,2,1,1,100
ACCT0076092,Infosys - SPS,1,2,1,<Null>,100
ACCT0076238,Axiom Global Inc,1,2,1,1,100
ACCT0076265,MetroPlus Health Plan,1,2,1,1,100
ACCT0076345,Operational Services - Filiadata Informationssysteme,1,2,1,<Null>,100
ACCT0076366,Cognizant - State Auto FC,1,2,1,1,100
ACCT0076590,Centric Netherlands BV - Sanquin,1,2,1,1,100
ACCT0076622,Canberra Rape Crisis Centre,1,2,1,2,100
ACCT0076744,Tech Mahindra (MSP),1,2,1,1,100
ACCT0076903,Nomura America Services LLC,1,2,1,1,100
ACCT0076973,BT ITS,1,2,1,1,100
ACCT0076981,Deloitte Global Services Ltd,1,2,1,1,100
ACCT0077617,HCL - Jetstar,1,2,2,1,100
ACCT0077830,ODH Inc,1,2,1,1,<Null>
ACCT0078498,Fujitsu - PersoPoint,1,2,2,1,100
ACCT0079312,Westfield Labs Corp,1,2,1,<Null>,100
ACCT0079408,IBM IS&T,1,2,1,1,100
ACCT0080144,Fujitsu - Frontoffice Center,1,2,1,1,100
ACCT0080598,FX Innovation - Jean Coutu,1,2,1,1,100
